ID	Cindex	Model
GSE50081	0.573496659242762	StepCox[forward] + RSF
TCGA	0.630900016917611	StepCox[forward] + SuperPC
GSE3141	0.62953795379538	StepCox[forward] + SuperPC
GSE30219	0.688672566371681	StepCox[forward] + SuperPC
GSE31210	0.665595888210729	StepCox[forward] + SuperPC
GSE41271	0.641143911439114	StepCox[forward] + SuperPC
GSE50081	0.628953229398664	StepCox[forward] + SuperPC
TCGA	0.601780578582304	StepCox[forward] + survival-SVM
GSE3141	0.523102310231023	StepCox[forward] + survival-SVM
GSE30219	0.657345132743363	StepCox[forward] + survival-SVM
GSE31210	0.508833922261484	StepCox[forward] + survival-SVM
GSE41271	0.601212440695835	StepCox[forward] + survival-SVM
GSE50081	0.526280623608018	StepCox[forward] + survival-SVM
TCGA	0.683852140077821	CoxBoost
GSE3141	0.618811881188119	CoxBoost
GSE30219	0.684424778761062	CoxBoost
GSE31210	0.636203019595246	CoxBoost
GSE41271	0.656694781233527	CoxBoost
GSE50081	0.626726057906459	CoxBoost
TCGA	0.683746405007613	CoxBoost + Enet[α=0.1]
GSE3141	0.627062706270627	CoxBoost + Enet[α=0.1]
GSE30219	0.692212389380531	CoxBoost + Enet[α=0.1]
GSE31210	0.645679408930292	CoxBoost + Enet[α=0.1]
GSE41271	0.666974169741697	CoxBoost + Enet[α=0.1]
GSE50081	0.624276169265033	CoxBoost + Enet[α=0.1]
TCGA	0.685078666892235	CoxBoost + Enet[α=0.2]
GSE3141	0.61963696369637	CoxBoost + Enet[α=0.2]
GSE30219	0.690265486725664	CoxBoost + Enet[α=0.2]
GSE31210	0.636524253132027	CoxBoost + Enet[α=0.2]
GSE41271	0.664470216130733	CoxBoost + Enet[α=0.2]
GSE50081	0.622048997772829	CoxBoost + Enet[α=0.2]
TCGA	0.683196582642531	CoxBoost + Enet[α=0.3]
GSE3141	0.625412541254125	CoxBoost + Enet[α=0.3]
GSE30219	0.683362831858407	CoxBoost + Enet[α=0.3]
GSE31210	0.629778348859621	CoxBoost + Enet[α=0.3]
GSE41271	0.652214022140221	CoxBoost + Enet[α=0.3]
GSE50081	0.633407572383073	CoxBoost + Enet[α=0.3]
TCGA	0.683323464726781	CoxBoost + Enet[α=0.4]
GSE3141	0.625412541254125	CoxBoost + Enet[α=0.4]
GSE30219	0.678938053097345	CoxBoost + Enet[α=0.4]
GSE31210	0.629135881786059	CoxBoost + Enet[α=0.4]
GSE41271	0.647206114918292	CoxBoost + Enet[α=0.4]
GSE50081	0.631403118040089	CoxBoost + Enet[α=0.4]
TCGA	0.683471493825072	CoxBoost + Enet[α=0.5]
GSE3141	0.627887788778878	CoxBoost + Enet[α=0.5]
GSE30219	0.678407079646018	CoxBoost + Enet[α=0.5]
GSE31210	0.628493414712496	CoxBoost + Enet[α=0.5]
GSE41271	0.646151818661044	CoxBoost + Enet[α=0.5]
GSE50081	0.63162583518931	CoxBoost + Enet[α=0.5]
TCGA	0.683133141600406	CoxBoost + Enet[α=0.6]
GSE3141	0.626237623762376	CoxBoost + Enet[α=0.6]
GSE30219	0.67716814159292	CoxBoost + Enet[α=0.6]
GSE31210	0.628332797944105	CoxBoost + Enet[α=0.6]
GSE41271	0.644702161307327	CoxBoost + Enet[α=0.6]
GSE50081	0.63184855233853	CoxBoost + Enet[α=0.6]
TCGA	0.683090847572323	CoxBoost + Enet[α=0.7]
GSE3141	0.626237623762376	CoxBoost + Enet[α=0.7]
GSE30219	0.676814159292035	CoxBoost + Enet[α=0.7]
GSE31210	0.628172181175715	CoxBoost + Enet[α=0.7]
GSE41271	0.644175013178703	CoxBoost + Enet[α=0.7]
GSE50081	0.632071269487751	CoxBoost + Enet[α=0.7]
TCGA	0.68304855354424	CoxBoost + Enet[α=0.8]
GSE3141	0.626237623762376	CoxBoost + Enet[α=0.8]
GSE30219	0.676814159292035	CoxBoost + Enet[α=0.8]
GSE31210	0.628654031480887	CoxBoost + Enet[α=0.8]
GSE41271	0.643779652082235	CoxBoost + Enet[α=0.8]
GSE50081	0.632293986636971	CoxBoost + Enet[α=0.8]
TCGA	0.682985112502115	CoxBoost + Enet[α=0.9]
GSE3141	0.625412541254125	CoxBoost + Enet[α=0.9]
GSE30219	0.676637168141593	CoxBoost + Enet[α=0.9]
GSE31210	0.628493414712496	CoxBoost + Enet[α=0.9]
GSE41271	0.643384290985767	CoxBoost + Enet[α=0.9]
GSE50081	0.63184855233853	CoxBoost + Enet[α=0.9]
TCGA	0.775672475046523	CoxBoost + GBM
GSE3141	0.567656765676568	CoxBoost + GBM
GSE30219	0.666548672566372	CoxBoost + GBM
GSE31210	0.573562479922904	CoxBoost + GBM
GSE41271	0.61201897733263	CoxBoost + GBM
GSE50081	0.6543429844098	CoxBoost + GBM
TCGA	0.682837083403823	CoxBoost + Lasso
GSE3141	0.625412541254125	CoxBoost + Lasso
GSE30219	0.676283185840708	CoxBoost + Lasso
GSE31210	0.628493414712496	CoxBoost + Lasso
GSE41271	0.642461781760675	CoxBoost + Lasso
GSE50081	0.632071269487751	CoxBoost + Lasso
TCGA	0.682562172221282	CoxBoost + plsRcox
GSE3141	0.61963696369637	CoxBoost + plsRcox
GSE30219	0.671150442477876	CoxBoost + plsRcox
GSE31210	0.613234821715387	CoxBoost + plsRcox
GSE41271	0.637058513442277	CoxBoost + plsRcox
GSE50081	0.628953229398664	CoxBoost + plsRcox
TCGA	0.680066824564372	CoxBoost + Ridge
GSE3141	0.631188118811881	CoxBoost + Ridge
GSE30219	0.695752212389381	CoxBoost + Ridge
GSE31210	0.659974301317057	CoxBoost + Ridge
GSE41271	0.665129151291513	CoxBoost + Ridge
GSE50081	0.63652561247216	CoxBoost + Ridge
TCGA	0.678057858230418	CoxBoost + StepCox[both]
GSE3141	0.613036303630363	CoxBoost + StepCox[both]
GSE30219	0.661592920353982	CoxBoost + StepCox[both]
GSE31210	0.622229360745262	CoxBoost + StepCox[both]
GSE41271	0.618476541908276	CoxBoost + StepCox[both]
GSE50081	0.634521158129176	CoxBoost + StepCox[both]
TCGA	0.678057858230418	CoxBoost + StepCox[backward]
GSE3141	0.613036303630363	CoxBoost + StepCox[backward]
GSE30219	0.661592920353982	CoxBoost + StepCox[backward]
GSE31210	0.622229360745262	CoxBoost + StepCox[backward]
GSE41271	0.618476541908276	CoxBoost + StepCox[backward]
GSE50081	0.634521158129176	CoxBoost + StepCox[backward]
TCGA	0.683492640839114	CoxBoost + StepCox[forward]
GSE3141	0.622112211221122	CoxBoost + StepCox[forward]
GSE30219	0.670265486725664	CoxBoost + StepCox[forward]
GSE31210	0.619659492451012	CoxBoost + StepCox[forward]
GSE41271	0.635345282024249	CoxBoost + StepCox[forward]
GSE50081	0.632071269487751	CoxBoost + StepCox[forward]
TCGA	0.633437658602605	CoxBoost + SuperPC
GSE3141	0.613036303630363	CoxBoost + SuperPC
GSE30219	0.687610619469027	CoxBoost + SuperPC
GSE31210	0.68647606810151	CoxBoost + SuperPC
GSE41271	0.647337901950448	CoxBoost + SuperPC
GSE50081	0.665033407572383	CoxBoost + SuperPC
TCGA	0.588352224665877	CoxBoost + survival-SVM
GSE3141	0.544554455445545	CoxBoost + survival-SVM
GSE30219	0.631327433628319	CoxBoost + survival-SVM
GSE31210	0.550594282043045	CoxBoost + survival-SVM
GSE41271	0.58777016341592	CoxBoost + survival-SVM
GSE50081	0.544320712694877	CoxBoost + survival-SVM
TCGA	0.685184401962443	plsRcox
GSE3141	0.63036303630363	plsRcox
GSE30219	0.667610619469027	plsRcox
GSE31210	0.650819145518792	plsRcox
GSE41271	0.630864522930944	plsRcox
GSE50081	0.667706013363029	plsRcox
TCGA	0.630900016917611	SuperPC
GSE3141	0.62953795379538	SuperPC
GSE30219	0.688672566371681	SuperPC
GSE31210	0.665595888210729	SuperPC
GSE41271	0.641143911439114	SuperPC
GSE50081	0.628953229398664	SuperPC
TCGA	0.78504060226696	GBM
GSE3141	0.570957095709571	GBM
GSE30219	0.684070796460177	GBM
GSE31210	0.576292964985544	GBM
GSE41271	0.602793885081708	GBM
GSE50081	0.670824053452116	GBM
TCGA	0.601780578582304	survival - SVM
GSE3141	0.523102310231023	survival - SVM
GSE30219	0.657345132743363	survival - SVM
GSE31210	0.508833922261484	survival - SVM
GSE41271	0.601212440695835	survival - SVM
GSE50081	0.526280623608018	survival - SVM
TCGA	0.686749281001523	Ridge
GSE3141	0.632013201320132	Ridge
GSE30219	0.672920353982301	Ridge
GSE31210	0.651461612592355	Ridge
GSE41271	0.637849235635213	Ridge
GSE50081	0.661024498886414	Ridge
TCGA	0.685522754187109	Lasso
GSE3141	0.613861386138614	Lasso
GSE30219	0.687433628318584	Lasso
GSE31210	0.63459685191134	Lasso
GSE41271	0.663811280969953	Lasso
GSE50081	0.616258351893096	Lasso
TCGA	0.685205548976485	Lasso + CoxBoost
GSE3141	0.613036303630363	Lasso + CoxBoost
GSE30219	0.686725663716814	Lasso + CoxBoost
GSE31210	0.632669450690652	Lasso + CoxBoost
GSE41271	0.668950975224038	Lasso + CoxBoost
GSE50081	0.61826280623608	Lasso + CoxBoost
TCGA	0.774868888512942	Lasso + GBM
GSE3141	0.574257425742574	Lasso + GBM
GSE30219	0.671858407079646	Lasso + GBM
GSE31210	0.582075168647607	Lasso + GBM
GSE41271	0.639167105956774	Lasso + GBM
GSE50081	0.662138084632517	Lasso + GBM
TCGA	0.681716291659618	Lasso + plsRcox
GSE3141	0.618811881188119	Lasso + plsRcox
GSE30219	0.689911504424779	Lasso + plsRcox
GSE31210	0.628332797944105	Lasso + plsRcox
GSE41271	0.65392725355825	Lasso + plsRcox
GSE50081	0.625389755011136	Lasso + plsRcox
TCGA	0.929770766367789	Lasso + RSF
GSE3141	0.556930693069307	Lasso + RSF
GSE30219	0.628318584070796	Lasso + RSF
GSE31210	0.586893671699325	Lasso + RSF
GSE41271	0.555218766473379	Lasso + RSF
GSE50081	0.611358574610245	Lasso + RSF
TCGA	0.676915919472171	Lasso + StepCox[both]
GSE3141	0.577557755775578	Lasso + StepCox[both]
GSE30219	0.649911504424779	Lasso + StepCox[both]
GSE31210	0.625602312881465	Lasso + StepCox[both]
GSE41271	0.634554559831313	Lasso + StepCox[both]
GSE50081	0.64097995545657	Lasso + StepCox[both]
TCGA	0.676915919472171	Lasso + StepCox[backward]
GSE3141	0.577557755775578	Lasso + StepCox[backward]
GSE30219	0.649911504424779	Lasso + StepCox[backward]
GSE31210	0.625602312881465	Lasso + StepCox[backward]
GSE41271	0.634554559831313	Lasso + StepCox[backward]
GSE50081	0.64097995545657	Lasso + StepCox[backward]
TCGA	0.681716291659618	Lasso + StepCox[forward]
GSE3141	0.61963696369637	Lasso + StepCox[forward]
GSE30219	0.689734513274336	Lasso + StepCox[forward]
GSE31210	0.627850947638934	Lasso + StepCox[forward]
GSE41271	0.65392725355825	Lasso + StepCox[forward]
GSE50081	0.625835189309577	Lasso + StepCox[forward]
TCGA	0.6393799695483	Lasso + SuperPC
GSE3141	0.594884488448845	Lasso + SuperPC
GSE30219	0.689026548672566	Lasso + SuperPC
GSE31210	0.687279151943463	Lasso + SuperPC
GSE41271	0.644043226146547	Lasso + SuperPC
GSE50081	0.678841870824053	Lasso + SuperPC
TCGA	0.584947555405177	Lasso + survival-SVM
GSE3141	0.538778877887789	Lasso + survival-SVM
GSE30219	0.499646017699115	Lasso + survival-SVM
GSE31210	0.638451654352714	Lasso + survival-SVM
GSE41271	0.548365840801265	Lasso + survival-SVM
GSE50081	0.591982182628062	Lasso + survival-SVM
