Tumor_Sample_Barcode	total	total_perMB	total_perMB_log
TCGA-05-4418-01A-01D-1265-08	225	5.921052632	0.772398921
TCGA-05-4420-01A-01D-1265-08	225	5.921052632	0.772398921
TCGA-38-4629-01A-02D-1265-08	225	5.921052632	0.772398921
TCGA-62-A46P-01A-11D-A24D-08	226	5.947368421	0.774324843
TCGA-97-7546-01A-11D-2036-08	227	5.973684211	0.776242261
TCGA-91-6831-01A-11D-1855-08	228	6	0.77815125
TCGA-67-4679-01B-01D-1753-08	232	6.105263158	0.785704388
TCGA-86-8056-01A-11D-2238-08	232	6.105263158	0.785704388
TCGA-L9-A5IP-01A-21D-A397-08	232	6.105263158	0.785704388
TCGA-44-6774-01A-21D-1855-08	233	6.131578947	0.787572324
TCGA-91-6828-01A-11D-1855-08	233	6.131578947	0.787572324
TCGA-50-5045-01A-01D-1625-08	236	6.210526316	0.793128406
TCGA-86-8674-01A-21D-2393-08	236	6.210526316	0.793128406
TCGA-49-4488-01A-01D-1753-08	237	6.236842105	0.794964749
TCGA-55-8514-01A-11D-2393-08	237	6.236842105	0.794964749
TCGA-86-8672-01A-21D-2393-08	239	6.289473684	0.798614304
TCGA-69-8255-01A-11D-2284-08	240	6.315789474	0.800427645
TCGA-50-6592-01A-11D-1753-08	241	6.342105263	0.802233446
TCGA-78-7159-01A-11D-2036-08	241	6.342105263	0.802233446
TCGA-44-A479-01A-31D-A24D-08	242	6.368421053	0.804031769
TCGA-50-6593-01A-11D-1753-08	245	6.447368421	0.809382488
TCGA-97-A4M7-01A-11D-A24P-08	246	6.473684211	0.81115151
TCGA-17-Z016-01A-01W-0746-08	248	6.526315789	0.814668084
TCGA-55-8510-01A-11D-2393-08	249	6.552631579	0.81641575
TCGA-05-4417-01A-22D-1855-08	251	6.605263158	0.819890125
TCGA-49-4514-01A-21D-1855-08	251	6.605263158	0.819890125
TCGA-55-1595-01A-01D-0969-08	252	6.631578947	0.821616944
TCGA-50-5931-01A-11D-1753-08	253	6.657894737	0.823336925
TCGA-35-4122-01A-01D-1105-08	254	6.684210526	0.82505012
TCGA-55-8208-01A-11D-2238-08	254	6.684210526	0.82505012
TCGA-44-6145-01A-11D-1753-08	255	6.710526316	0.826756584
TCGA-J2-A4AD-01A-11D-A24D-08	255	6.710526316	0.826756584
TCGA-86-7955-01A-11D-2184-08	256	6.736842105	0.828456369
TCGA-55-8207-01A-11D-2238-08	257	6.763157895	0.830149527
TCGA-55-7910-01A-11D-2167-08	259	6.815789474	0.833516167
TCGA-73-4658-01A-01D-1753-08	260	6.842105263	0.835189751
TCGA-78-7156-01A-11D-2036-08	262	6.894736842	0.838517695
TCGA-MP-A4SV-01A-11D-A24P-08	263	6.921052632	0.840172152
TCGA-91-8499-01A-11D-2393-08	268	7.052631579	0.848351197
TCGA-55-7913-01B-11D-2238-08	270	7.105263158	0.851580168
TCGA-78-7147-01A-11D-2036-08	272	7.157894737	0.854785307
TCGA-05-4249-01A-01D-1105-08	273	7.184210526	0.85637905
TCGA-44-7660-01A-11D-2063-08	274	7.210526316	0.857966966
TCGA-L4-A4E5-01A-11D-A24P-08	275	7.236842105	0.859549097
TCGA-49-4487-01A-21D-1855-08	276	7.263157895	0.861125485
TCGA-44-4112-01B-06D-A271-08	280	7.368421053	0.867374435
TCGA-MP-A4TA-01A-21D-A24P-08	280	7.368421053	0.867374435
TCGA-44-2668-01A-01D-A271-08	282	7.421052632	0.870465512
TCGA-86-A456-01A-11D-A24D-08	282	7.421052632	0.870465512
TCGA-MP-A4TK-01A-11D-A24P-08	286	7.526315789	0.876582437
TCGA-53-7626-01A-12D-2063-08	290	7.631578947	0.882614401
TCGA-55-A48Y-01A-11D-A24D-08	290	7.631578947	0.882614401
TCGA-78-7146-01A-11D-2036-08	291	7.657894737	0.884109392
TCGA-78-7542-01A-21D-2063-08	293	7.710526316	0.887084024
TCGA-44-6777-01A-11D-1855-08	294	7.736842105	0.888563734
TCGA-05-4250-01A-01D-1105-08	296	7.789473684	0.891508114
TCGA-05-4405-01A-21D-1855-08	297	7.815789474	0.892972853
TCGA-73-4670-01A-01D-1265-08	297	7.815789474	0.892972853
TCGA-55-7576-01A-11D-2063-08	301	7.921052632	0.898782899
TCGA-73-4666-01A-01D-1265-08	301	7.921052632	0.898782899
TCGA-05-5428-01A-01D-1625-08	303	7.973684211	0.901659032
TCGA-55-A48X-01A-11D-A24D-08	303	7.973684211	0.901659032
TCGA-64-5779-01A-01D-1625-08	303	7.973684211	0.901659032
TCGA-50-5066-02A-11D-2107-08	304	8	0.903089987
TCGA-50-5941-01A-11D-1753-08	304	8	0.903089987
TCGA-55-A491-01A-11D-A24D-08	305	8.026315789	0.904516243
TCGA-44-2668-01A-01W-0928-08	307	8.078947368	0.907354779
TCGA-99-8028-01A-11D-2238-08	308	8.105263158	0.90876712
TCGA-44-6778-01A-11D-1855-08	309	8.131578947	0.910174883
TCGA-75-6211-01A-11D-1753-08	309	8.131578947	0.910174883
TCGA-97-A4M0-01A-11D-A24P-08	311	8.184210526	0.912976792
TCGA-44-2668-01A-01D-0969-08	312	8.210526316	0.914370997
TCGA-55-7570-01A-11D-2036-08	316	8.315789474	0.919903486
TCGA-MP-A4T4-01A-11D-A25L-08	317	8.342105263	0.921275666
TCGA-97-7938-01A-11D-2167-08	318	8.368421053	0.922643523
TCGA-99-8032-01A-11D-2238-08	321	8.447368421	0.926721436
TCGA-17-Z057-01A-01W-0747-08	324	8.526315789	0.930761414
TCGA-55-6969-01A-11D-1945-08	326	8.578947368	0.933434003
TCGA-44-2657-01A-01D-1105-08	328	8.631578947	0.936090247
TCGA-49-AAR2-01A-11D-A397-08	329	8.657894737	0.937412301
TCGA-78-7150-01A-21D-2036-08	330	8.684210526	0.938730343
TCGA-17-Z023-01A-01W-0746-08	335	8.815789474	0.94526121
TCGA-MP-A4TF-01A-11D-A25L-08	338	8.894736842	0.949133104
TCGA-44-4112-01A-01D-1105-08	343	9.026315789	0.955510523
TCGA-17-Z062-01A-01W-0747-08	344	9.052631579	0.956774846
TCGA-91-A4BC-01A-11D-A24D-08	346	9.105263158	0.959292502
TCGA-35-5375-01A-01D-1625-08	350	9.210526316	0.964284448
TCGA-44-4112-01A-01D-A271-08	350	9.210526316	0.964284448
TCGA-97-7554-01A-11D-2036-08	350	9.210526316	0.964284448
TCGA-64-1678-01A-01W-0928-08	352	9.263157895	0.966759067
TCGA-55-8203-01A-11D-2238-08	353	9.289473684	0.967991109
TCGA-55-6985-01A-11D-1945-08	357	9.394736842	0.972884619
TCGA-55-5899-01A-11D-1625-08	359	9.447368421	0.975310852
TCGA-95-7562-01A-11D-2238-08	359	9.447368421	0.975310852
TCGA-44-4112-01A-01D-1458-08	360	9.473684211	0.976518904
TCGA-55-8094-01A-11D-2238-08	367	9.657894737	0.984882468
TCGA-95-A4VN-01A-11D-A25L-08	367	9.657894737	0.984882468
TCGA-91-6836-01A-21D-1855-08	368	9.684210526	0.986064222
TCGA-MN-A4N1-01A-11D-A24P-08	368	9.684210526	0.986064222
TCGA-49-6767-01A-11D-1855-08	371	9.763157895	0.989590313
TCGA-44-4112-01A-22D-A27T-08	372	9.789473684	0.990759343
TCGA-55-7281-01A-11D-2036-08	373	9.815789474	0.991925235
TCGA-44-7667-01A-31D-2063-08	374	9.842105263	0.993088006
TCGA-73-4668-01A-01D-1265-08	374	9.842105263	0.993088006
TCGA-NJ-A4YI-01A-11D-A25L-08	375	9.868421053	0.994247671
TCGA-17-Z056-01A-01W-0747-08	378	9.947368421	0.997708203
TCGA-69-A59K-01A-11D-A25L-08	380	10	1
TCGA-MN-A4N5-01A-11D-A24P-08	380	10	1
TCGA-17-Z028-01A-01W-0746-08	385	10.13157895	1.005677133
TCGA-17-Z042-01A-01W-0746-08	386	10.15789474	1.006803708
TCGA-44-7669-01A-21D-2063-08	386	10.15789474	1.006803708
TCGA-86-8673-01A-11D-2393-08	386	10.15789474	1.006803708
TCGA-97-7937-01A-11D-2167-08	386	10.15789474	1.006803708
TCGA-44-A4SS-01A-11D-A24P-08	387	10.18421053	1.007927368
TCGA-44-4112-01A-31D-A27T-08	388	10.21052632	1.009048129
TCGA-78-7539-01A-11D-2063-08	392	10.31578947	1.01350247
TCGA-64-5778-01A-01D-1625-08	393	10.34210526	1.014608954
TCGA-55-6968-01A-11D-1945-08	394	10.36842105	1.015712625
TCGA-99-8025-01A-11D-2238-08	395	10.39473684	1.016813499
TCGA-50-5933-01A-11D-1753-08	399	10.5	1.021189299
TCGA-99-7458-01A-11D-2036-08	400	10.52631579	1.022276395
TCGA-17-Z049-01A-01W-0746-08	401	10.55263158	1.023360776
TCGA-55-8616-01A-11D-2393-08	402	10.57894737	1.024442456
TCGA-64-5775-01A-01D-1625-08	403	10.60526316	1.02552145
TCGA-93-8067-01A-11D-2284-08	405	10.65789474	1.027671427
TCGA-53-A4EZ-01A-12D-A24P-08	409	10.76315789	1.031939711
TCGA-55-1592-01A-01W-0928-08	411	10.81578947	1.034058225
TCGA-55-8620-01A-11D-2393-08	411	10.81578947	1.034058225
TCGA-64-1679-01A-21D-2063-08	421	11.07894737	1.044498499
TCGA-69-7974-01A-11D-2184-08	421	11.07894737	1.044498499
TCGA-86-8279-01A-11D-2284-08	423	11.13157895	1.046556771
TCGA-17-Z015-01A-01W-0746-08	426	11.21052632	1.049626002
TCGA-55-1592-01A-01D-0969-08	426	11.21052632	1.049626002
TCGA-38-4632-01A-01D-1753-08	428	11.26315789	1.051660172
TCGA-62-8399-01A-21D-2323-08	429	11.28947368	1.052673696
TCGA-NJ-A4YP-01A-11D-A25L-08	434	11.42105263	1.057706133
TCGA-55-8205-01A-11D-2238-08	436	11.47368421	1.059702893
TCGA-95-7947-01A-11D-2184-08	442	11.63157895	1.065638673
TCGA-55-8092-01A-11D-2238-08	446	11.73684211	1.069551262
TCGA-55-8511-01A-11D-2393-08	446	11.73684211	1.069551262
TCGA-17-Z030-01A-01W-0746-08	448	11.78947368	1.071494417
TCGA-L9-A444-01A-21D-A24D-08	449	11.81578947	1.072462744
TCGA-05-4390-01A-02D-1753-08	450	11.84210526	1.073428917
TCGA-05-5425-01A-02D-1625-08	451	11.86842105	1.074392945
TCGA-50-6594-01A-11D-1753-08	451	11.86842105	1.074392945
TCGA-69-7978-01A-11D-2184-08	452	11.89473684	1.075354838
TCGA-49-AAR4-01A-12D-A410-08	453	11.92105263	1.076314605
TCGA-05-4432-01A-01D-1265-08	459	12.07894737	1.082029089
TCGA-91-6848-01A-11D-1945-08	461	12.13157895	1.083917329
TCGA-44-7662-01A-11D-2063-08	469	12.34210526	1.091389246
TCGA-75-5126-01A-01D-1753-08	472	12.42105263	1.094158402
TCGA-38-4625-01A-01D-1553-08	473	12.44736842	1.095077544
TCGA-64-1676-01A-01W-0928-08	473	12.44736842	1.095077544
TCGA-69-7765-01A-11D-2167-08	481	12.65789474	1.10236148
TCGA-49-AARO-01A-12D-A410-08	482	12.68421053	1.103263442
TCGA-86-8585-01A-11D-2393-08	484	12.73684211	1.105061765
TCGA-64-1676-01A-01D-0969-08	486	12.78947368	1.106852673
TCGA-44-8120-01A-11D-2238-08	494	13	1.113943352
TCGA-17-Z055-01A-01W-0747-08	497	13.07894737	1.116572792
TCGA-NJ-A4YF-01A-12D-A25L-08	504	13.26315789	1.12264694
TCGA-78-7536-01A-11D-2063-08	508	13.36842105	1.126080116
TCGA-91-6829-01A-21D-1855-08	523	13.76315789	1.138718092
TCGA-44-8119-01A-11D-2238-08	524	13.78947368	1.13954769
TCGA-49-AAR9-01A-21D-A410-08	529	13.92105263	1.143672075
TCGA-50-5946-01A-11D-1753-08	532	14	1.146128036
TCGA-55-7995-01A-11D-2184-08	547	14.39473684	1.15820373
TCGA-05-4424-01A-22D-1855-08	552	14.52631579	1.162155481
TCGA-17-Z045-01A-01W-0746-08	552	14.52631579	1.162155481
TCGA-50-5946-02A-11D-2107-08	553	14.55263158	1.162941535
TCGA-55-8302-01A-11D-2323-08	555	14.60526316	1.164509387
TCGA-05-4398-01A-01D-1265-08	563	14.81578947	1.170724798
TCGA-55-A4DG-01A-11D-A24D-08	575	15.13157895	1.179884248
TCGA-75-6214-01A-41D-1945-08	575	15.13157895	1.179884248
TCGA-49-6743-01A-11D-1855-08	590	15.52631579	1.191068415
TCGA-49-AARQ-01A-11D-A410-08	590	15.52631579	1.191068415
TCGA-44-2656-01B-06D-A271-08	592	15.57894737	1.19253811
TCGA-78-8640-01A-11D-2393-08	596	15.68421053	1.195462663
TCGA-38-4631-01A-01D-1753-08	597	15.71052632	1.196190735
TCGA-55-A4DF-01A-11D-A24D-08	624	16.42105263	1.215400993
TCGA-50-5049-01A-01D-1625-08	625	16.44736842	1.216096421
TCGA-49-AARN-01A-21D-A410-08	632	16.63157895	1.220933482
TCGA-44-8117-01A-11D-2238-08	634	16.68421053	1.222305661
TCGA-L9-A8F4-01A-11D-A397-08	634	16.68421053	1.222305661
TCGA-44-2656-01A-02W-0928-08	637	16.76315789	1.224355836
TCGA-44-2656-01A-02D-A271-08	652	17.15789474	1.234463999
TCGA-53-7624-01A-11D-2063-08	658	17.31578947	1.238442297
TCGA-69-7980-01A-11D-2184-08	671	17.65789474	1.246938924
TCGA-44-2656-01A-12D-A27T-08	673	17.71052632	1.248231468
TCGA-78-7220-01A-11D-2036-08	682	17.94736842	1.254000778
TCGA-44-2656-01A-41D-A27T-08	691	18.18421053	1.259694451
TCGA-05-4397-01A-01D-1265-08	703	18.5	1.267171728
TCGA-50-6590-01A-12D-1855-08	703	18.5	1.267171728
TCGA-44-2656-01A-02D-0969-08	715	18.81578947	1.274522445
TCGA-86-6851-01A-11D-1945-08	736	19.36842105	1.287094218
TCGA-62-A46O-01A-11D-A24D-08	738	19.42105263	1.288272765
TCGA-44-3918-01A-01D-1105-08	743	19.55263158	1.291205217
TCGA-95-7567-01A-11D-2063-08	744	19.57894737	1.291789339
TCGA-44-3918-01B-02D-A271-08	757	19.92105263	1.299312283
TCGA-17-Z026-01A-01W-0746-08	761	20.02631579	1.30160106
TCGA-44-3918-01A-01D-A271-08	770	20.26315789	1.306707129
TCGA-73-A9RS-01A-11D-A410-08	790	20.78947368	1.317843495
TCGA-44-5644-01A-21D-2036-08	798	21	1.322219295
TCGA-55-8507-01A-11D-2393-08	810	21.31578947	1.328701422
TCGA-05-4427-01A-21D-1855-08	844	22.21052632	1.34655885
TCGA-05-4410-01A-21D-1855-08	869	22.86842105	1.35923618
TCGA-67-3771-01A-01D-1040-01	878	23.10526316	1.363710919
TCGA-NJ-A4YQ-01A-11D-A25L-08	890	23.42105263	1.36960641
TCGA-50-5930-01A-11D-1753-08	898	23.63157895	1.37349274
TCGA-44-7670-01A-11D-2063-08	904	23.78947368	1.376384834
TCGA-64-5781-01A-01D-1625-08	904	23.78947368	1.376384834
TCGA-95-7043-01A-11D-1945-08	916	24.10526316	1.382111877
TCGA-67-3771-01A-01W-0928-08	917	24.13157895	1.382585739
TCGA-78-8662-01A-11D-2393-08	927	24.39473684	1.387296138
TCGA-55-7907-01A-11D-2167-08	967	25.44736842	1.405642877
TCGA-55-8089-01A-11D-2238-08	985	25.92105263	1.413652634
TCGA-17-Z022-01A-01W-0746-08	994	26.15789474	1.417602788
TCGA-49-AARE-01A-11D-A410-08	1006	26.47368421	1.422814384
TCGA-95-7039-01A-11D-1945-08	1023	26.92105263	1.430092037
TCGA-55-A490-01A-11D-A24D-08	1081	28.44736842	1.454042097
TCGA-86-A4JF-01A-11D-A24P-08	1088	28.63157895	1.456845299
TCGA-86-8073-01A-11D-2238-08	1186	31.21052632	1.494301092
TCGA-MN-A4N4-01A-12D-A24P-08	1195	31.44736842	1.497584309
TCGA-69-7979-01A-11D-2184-08	1222	32.15789474	1.507287609
TCGA-L9-A7SV-01A-11D-A397-08	1275	33.55263158	1.525726588
TCGA-55-7994-01A-11D-2184-08	1279	33.65789474	1.527086948
TCGA-78-7155-01A-11D-2036-08	1285	33.81578947	1.529119531
TCGA-05-4382-01A-01D-1931-08	1404	36.94736842	1.567583511
TCGA-55-8506-01A-11D-2393-08	1458	38.36842105	1.583973927
TCGA-17-Z031-01A-01W-0746-08	1877	49.39473684	1.693680676
