Sample	gene	value	Risk_score	Risk_score_LH
TCGA-44-4112-01	CTLA4	5.0146	4.04008626767687	High
TCGA-44-4112-01	CD274	6.2725	4.04008626767687	High
TCGA-44-4112-01	CD276	11.5137	4.04008626767687	High
TCGA-44-4112-01	PDCD1	4.1913	4.04008626767687	High
TCGA-44-4112-01	CD48	8.2142	4.04008626767687	High
TCGA-44-4112-01	CD44	13.0841	4.04008626767687	High
TCGA-44-4112-01	ICOSLG	6.8562	4.04008626767687	High
TCGA-44-4112-01	IDO1	10.9215	4.04008626767687	High
TCGA-44-4112-01	CD28	6.7364	4.04008626767687	High
TCGA-44-4112-01	TNFRSF4	6.3738	4.04008626767687	High
TCGA-44-4112-01	NRP1	12.8254	4.04008626767687	High
TCGA-44-4112-01	TNFRSF14	9.5362	4.04008626767687	High
TCGA-44-4112-01	TMIGD2	3.2378	4.04008626767687	High
TCGA-44-4112-01	PDCD1LG2	6.4353	4.04008626767687	High
TCGA-44-4112-01	TNFRSF18	8.5642	4.04008626767687	High
TCGA-44-4112-01	TNFSF4	8.3589	4.04008626767687	High
TCGA-44-4112-01	CD80	5.6781	4.04008626767687	High
TCGA-44-4112-01	CD86	8.9767	4.04008626767687	High
TCGA-44-4112-01	TNFSF9	7.7186	4.04008626767687	High
TCGA-44-4112-01	TNFRSF25	8.4726	4.04008626767687	High
TCGA-44-4112-01	ADORA2A	6.6116	4.04008626767687	High
TCGA-44-4112-01	CD70	3.6607	4.04008626767687	High
TCGA-44-4112-01	CD160	3.792	4.04008626767687	High
TCGA-44-4112-01	LAIR1	8.8443	4.04008626767687	High
TCGA-44-4112-01	CD200	8.2546	4.04008626767687	High
TCGA-44-4112-01	HAVCR2	8.8951	4.04008626767687	High
TCGA-44-4112-01	TNFRSF9	5.4048	4.04008626767687	High
TCGA-44-4112-01	BTNL2	0	4.04008626767687	High
TCGA-44-4112-01	TNFRSF8	3.298	4.04008626767687	High
TCGA-44-5643-01	LGALS9	10.9211	4.28878813818487	High
TCGA-44-5643-01	CD200R1	4.2922	4.28878813818487	High
TCGA-44-5643-01	LAG3	7.6225	4.28878813818487	High
TCGA-44-5643-01	ICOS	6.4084	4.28878813818487	High
TCGA-44-5643-01	TNFSF15	6.7403	4.28878813818487	High
TCGA-44-5643-01	TIGIT	7.4379	4.28878813818487	High
TCGA-44-5643-01	TNFSF14	1.0887	4.28878813818487	High
TCGA-44-5643-01	CTLA4	6.694	4.28878813818487	High
TCGA-44-5643-01	CD274	4.894	4.28878813818487	High
TCGA-44-5643-01	CD276	11.8964	4.28878813818487	High
TCGA-44-5643-01	PDCD1	6.1809	4.28878813818487	High
TCGA-44-5643-01	CD48	8.5248	4.28878813818487	High
TCGA-44-5643-01	CD44	13.5327	4.28878813818487	High
TCGA-44-5643-01	ICOSLG	9.2973	4.28878813818487	High
TCGA-44-5643-01	IDO1	8.0357	4.28878813818487	High
TCGA-44-5643-01	CD28	6.5011	4.28878813818487	High
TCGA-44-5643-01	TNFRSF4	6.5797	4.28878813818487	High
TCGA-44-5643-01	NRP1	9.5675	4.28878813818487	High
TCGA-44-5643-01	TNFRSF14	9.405	4.28878813818487	High
TCGA-44-5643-01	TMIGD2	2.4613	4.28878813818487	High
TCGA-44-5643-01	PDCD1LG2	5.49	4.28878813818487	High
TCGA-44-5643-01	TNFRSF18	7.0412	4.28878813818487	High
TCGA-44-5643-01	TNFSF4	7.4931	4.28878813818487	High
TCGA-44-5643-01	CD80	5.2968	4.28878813818487	High
TCGA-44-5643-01	CD86	8.0263	4.28878813818487	High
TCGA-44-5643-01	TNFSF9	3.2404	4.28878813818487	High
TCGA-44-5643-01	TNFRSF25	6.9521	4.28878813818487	High
TCGA-44-5643-01	ADORA2A	6.3794	4.28878813818487	High
TCGA-44-5643-01	CD70	2.6018	4.28878813818487	High
TCGA-44-5643-01	CD160	1.702	4.28878813818487	High
TCGA-44-5643-01	LAIR1	8.1199	4.28878813818487	High
TCGA-44-5643-01	CD200	5.7836	4.28878813818487	High
TCGA-44-5643-01	HAVCR2	8.205	4.28878813818487	High
TCGA-44-5643-01	TNFRSF9	4.5909	4.28878813818487	High
TCGA-44-5643-01	BTNL2	0	4.28878813818487	High
TCGA-44-5643-01	TNFRSF8	4.8095	4.28878813818487	High
TCGA-44-5644-01	LGALS9	8.0962	3.52296507444813	High
TCGA-44-5644-01	CD200R1	4.6784	3.52296507444813	High
TCGA-44-5644-01	LAG3	6.2632	3.52296507444813	High
TCGA-44-5644-01	ICOS	3.1667	3.52296507444813	High
TCGA-44-5644-01	TNFSF15	2.4995	3.52296507444813	High
TCGA-44-5644-01	TIGIT	4.4777	3.52296507444813	High
TCGA-44-5644-01	TNFSF14	2.1127	3.52296507444813	High
TCGA-44-5644-01	CTLA4	4.4777	3.52296507444813	High
TCGA-44-5644-01	CD274	3.1667	3.52296507444813	High
TCGA-44-5644-01	CD276	10.3855	3.52296507444813	High
TCGA-44-5644-01	PDCD1	4.5613	3.52296507444813	High
TCGA-44-5644-01	CD48	6.173	3.52296507444813	High
TCGA-44-5644-01	CD44	11.7467	3.52296507444813	High
TCGA-44-5644-01	ICOSLG	7.5536	3.52296507444813	High
TCGA-44-5644-01	IDO1	7.9093	3.52296507444813	High
TCGA-44-5644-01	CD28	3.366	3.52296507444813	High
TCGA-44-5644-01	TNFRSF4	5.8953	3.52296507444813	High
TCGA-44-5644-01	NRP1	12.4191	3.52296507444813	High
TCGA-44-5644-01	TNFRSF14	9.5063	3.52296507444813	High
TCGA-44-5644-01	TMIGD2	2.319	3.52296507444813	High
TCGA-44-5644-01	PDCD1LG2	3.7693	3.52296507444813	High
TCGA-44-5644-01	TNFRSF18	5.153	3.52296507444813	High
TCGA-44-5644-01	TNFSF4	5.6876	3.52296507444813	High
TCGA-44-5644-01	CD80	3.0557	3.52296507444813	High
TCGA-44-5644-01	CD86	6.4829	3.52296507444813	High
TCGA-44-5644-01	TNFSF9	5.0409	3.52296507444813	High
TCGA-44-5644-01	TNFRSF25	8.7745	3.52296507444813	High
TCGA-44-5644-01	ADORA2A	7.8973	3.52296507444813	High
TCGA-44-5644-01	CD70	2.1127	3.52296507444813	High
TCGA-44-5644-01	CD160	4.0264	3.52296507444813	High
TCGA-44-5644-01	LAIR1	7.1697	3.52296507444813	High
TCGA-44-5644-01	CD200	8.6172	3.52296507444813	High
TCGA-44-5644-01	HAVCR2	6.2253	3.52296507444813	High
TCGA-44-5644-01	TNFRSF9	2.1127	3.52296507444813	High
TCGA-44-5644-01	BTNL2	0	3.52296507444813	High
TCGA-44-5644-01	TNFRSF8	3.0557	3.52296507444813	High
TCGA-44-5645-01	LGALS9	10.8038	2.68094446661871	Low
TCGA-44-5645-01	CD200R1	6.9977	2.68094446661871	Low
TCGA-44-5645-01	LAG3	6.8476	2.68094446661871	Low
TCGA-44-5645-01	ICOS	7.3519	2.68094446661871	Low
TCGA-44-5645-01	TNFSF15	9.2588	2.68094446661871	Low
TCGA-44-5645-01	TIGIT	8.1807	2.68094446661871	Low
TCGA-44-5645-01	TNFSF14	5.0248	2.68094446661871	Low
TCGA-44-5645-01	CTLA4	7.2951	2.68094446661871	Low
TCGA-44-5645-01	CD274	5.8813	2.68094446661871	Low
TCGA-44-5645-01	CD276	10.7224	2.68094446661871	Low
TCGA-44-5645-01	PDCD1	6.1496	2.68094446661871	Low
TCGA-44-5645-01	CD48	9.8046	2.68094446661871	Low
TCGA-44-5645-01	CD44	13.1994	2.68094446661871	Low
TCGA-44-5645-01	ICOSLG	8.2879	2.68094446661871	Low
TCGA-44-5645-01	IDO1	8.4242	2.68094446661871	Low
TCGA-44-5645-01	CD28	8.4218	2.68094446661871	Low
TCGA-44-5645-01	TNFRSF4	6.8901	2.68094446661871	Low
TCGA-44-5645-01	NRP1	11.4069	2.68094446661871	Low
TCGA-44-5645-01	TNFRSF14	10.4804	2.68094446661871	Low
TCGA-44-5645-01	TMIGD2	3.4267	2.68094446661871	Low
TCGA-44-5645-01	PDCD1LG2	6.789	2.68094446661871	Low
TCGA-44-5645-01	TNFRSF18	6.0407	2.68094446661871	Low
TCGA-44-5645-01	TNFSF4	5.9632	2.68094446661871	Low
TCGA-44-5645-01	CD80	6.2068	2.68094446661871	Low
TCGA-44-5645-01	CD86	8.9191	2.68094446661871	Low
TCGA-44-5645-01	TNFSF9	6.6721	2.68094446661871	Low
TCGA-44-5645-01	TNFRSF25	7.1511	2.68094446661871	Low
TCGA-44-5645-01	ADORA2A	7.6972	2.68094446661871	Low
TCGA-44-5645-01	CD70	6.4999	2.68094446661871	Low
TCGA-44-5645-01	CD160	4.3978	2.68094446661871	Low
TCGA-44-5645-01	LAIR1	9.2816	2.68094446661871	Low
TCGA-44-5645-01	CD200	7.0856	2.68094446661871	Low
TCGA-44-5645-01	HAVCR2	8.8145	2.68094446661871	Low
TCGA-44-5645-01	TNFRSF9	5.6204	2.68094446661871	Low
TCGA-44-5645-01	BTNL2	0	2.68094446661871	Low
TCGA-44-5645-01	TNFRSF8	5.1466	2.68094446661871	Low
TCGA-44-6145-01	LGALS9	10.7655	4.12845507460463	High
TCGA-44-6145-01	CD200R1	4.6801	4.12845507460463	High
TCGA-44-6145-01	LAG3	8.4987	4.12845507460463	High
TCGA-44-6145-01	ICOS	6.1393	4.12845507460463	High
TCGA-44-6145-01	TNFSF15	5.0262	4.12845507460463	High
TCGA-44-6145-01	TIGIT	7.9094	4.12845507460463	High
TCGA-44-6145-01	TNFSF14	5.2582	4.12845507460463	High
TCGA-44-6145-01	CTLA4	7.2113	4.12845507460463	High
TCGA-44-6145-01	CD274	7.8474	4.12845507460463	High
TCGA-44-6145-01	CD276	11.47	4.12845507460463	High
TCGA-44-6145-01	PDCD1	8.0329	4.12845507460463	High
TCGA-44-6145-01	CD48	9.5764	4.12845507460463	High
TCGA-44-6145-01	CD44	13.491	4.12845507460463	High
TCGA-44-6145-01	ICOSLG	7.142	4.12845507460463	High
TCGA-44-6145-01	IDO1	10.7858	4.12845507460463	High
TCGA-44-6145-01	CD28	7.0068	4.12845507460463	High
TCGA-44-6145-01	TNFRSF4	6.4097	4.12845507460463	High
TCGA-44-6145-01	NRP1	11.5851	4.12845507460463	High
TCGA-44-6145-01	TNFRSF14	10.7431	4.12845507460463	High
TCGA-44-6145-01	TMIGD2	4.8478	4.12845507460463	High
TCGA-44-6145-01	PDCD1LG2	8.2002	4.12845507460463	High
TCGA-44-6145-01	TNFRSF18	5.9606	4.12845507460463	High
TCGA-44-6145-01	TNFSF4	7.2357	4.12845507460463	High
TCGA-44-6145-01	CD80	5.305	4.12845507460463	High
TCGA-44-6145-01	CD86	8.993	4.12845507460463	High
TCGA-44-6145-01	TNFSF9	5.916	4.12845507460463	High
TCGA-44-6145-01	TNFRSF25	6.1263	4.12845507460463	High
TCGA-44-6145-01	ADORA2A	7.6162	4.12845507460463	High
TCGA-44-6145-01	CD70	3.9569	4.12845507460463	High
TCGA-44-6145-01	CD160	4.6442	4.12845507460463	High
TCGA-44-6145-01	LAIR1	10.0944	4.12845507460463	High
TCGA-44-6145-01	CD200	7.2296	4.12845507460463	High
TCGA-44-6145-01	HAVCR2	9.5764	4.12845507460463	High
TCGA-44-6145-01	TNFRSF9	5.8543	4.12845507460463	High
TCGA-44-6145-01	BTNL2	0	4.12845507460463	High
TCGA-44-6145-01	TNFRSF8	5.4371	4.12845507460463	High
TCGA-44-6146-01	LGALS9	10.3894	4.07302453943435	High
TCGA-44-6146-01	CD200R1	3.3256	4.07302453943435	High
TCGA-44-6146-01	LAG3	3.7207	4.07302453943435	High
TCGA-44-6146-01	ICOS	2.5763	4.07302453943435	High
TCGA-44-6146-01	TNFSF15	6.615	4.07302453943435	High
TCGA-44-6146-01	TIGIT	4.0699	4.07302453943435	High
TCGA-44-6146-01	TNFSF14	2.7796	4.07302453943435	High
TCGA-44-6146-01	CTLA4	3.6184	4.07302453943435	High
TCGA-44-6146-01	CD274	4.7879	4.07302453943435	High
TCGA-44-6146-01	CD276	10.9088	4.07302453943435	High
TCGA-44-6146-01	PDCD1	2.6815	4.07302453943435	High
TCGA-44-6146-01	CD48	6.6084	4.07302453943435	High
TCGA-44-6146-01	CD44	10.9798	4.07302453943435	High
TCGA-44-6146-01	ICOSLG	9.466	4.07302453943435	High
TCGA-44-6146-01	IDO1	6.9876	4.07302453943435	High
TCGA-44-6146-01	CD28	4.6391	4.07302453943435	High
TCGA-44-6146-01	TNFRSF4	4.2855	4.07302453943435	High
TCGA-44-6146-01	NRP1	11.3141	4.07302453943435	High
TCGA-44-6146-01	TNFRSF14	10.6299	4.07302453943435	High
TCGA-44-6146-01	TMIGD2	0.5373	4.07302453943435	High
TCGA-44-6146-01	PDCD1LG2	3.9486	4.07302453943435	High
TCGA-44-6146-01	TNFRSF18	1.4881	4.07302453943435	High
TCGA-44-6146-01	TNFSF4	4.6649	4.07302453943435	High
TCGA-44-6146-01	CD80	3.0392	4.07302453943435	High
TCGA-44-6146-01	CD86	6.3295	4.07302453943435	High
TCGA-44-6146-01	TNFSF9	4.0306	4.07302453943435	High
TCGA-44-6146-01	TNFRSF25	4.3185	4.07302453943435	High
TCGA-44-6146-01	ADORA2A	6.5746	4.07302453943435	High
TCGA-44-6146-01	CD70	1.7032	4.07302453943435	High
TCGA-44-6146-01	CD160	3.1895	4.07302453943435	High
TCGA-44-6146-01	LAIR1	6.4902	4.07302453943435	High
TCGA-44-6146-01	CD200	6.4386	4.07302453943435	High
TCGA-44-6146-01	HAVCR2	6.0733	4.07302453943435	High
TCGA-44-6146-01	TNFRSF9	1.8905	4.07302453943435	High
TCGA-44-6146-01	BTNL2	0	4.07302453943435	High
TCGA-44-6146-01	TNFRSF8	5.8988	4.07302453943435	High
TCGA-44-6147-01	LGALS9	10.5295	2.85872709718497	Low
TCGA-44-6147-01	CD200R1	5.2331	2.85872709718497	Low
TCGA-44-6147-01	LAG3	7.241	2.85872709718497	Low
TCGA-44-6147-01	ICOS	6.0087	2.85872709718497	Low
TCGA-44-6147-01	TNFSF15	5.4104	2.85872709718497	Low
TCGA-44-6147-01	TIGIT	7.6628	2.85872709718497	Low
TCGA-44-6147-01	TNFSF14	3.3631	2.85872709718497	Low
TCGA-44-6147-01	CTLA4	6.9018	2.85872709718497	Low
TCGA-44-6147-01	CD274	4.3696	2.85872709718497	Low
TCGA-44-6147-01	CD276	10.5926	2.85872709718497	Low
TCGA-44-6147-01	PDCD1	6.4304	2.85872709718497	Low
TCGA-44-6147-01	CD48	9.1967	2.85872709718497	Low
TCGA-44-6147-01	CD44	12.3964	2.85872709718497	Low
TCGA-44-6147-01	ICOSLG	8.0819	2.85872709718497	Low
TCGA-44-6147-01	IDO1	9.1166	2.85872709718497	Low
TCGA-44-6147-01	CD28	7.3416	2.85872709718497	Low
TCGA-44-6147-01	TNFRSF4	5.9204	2.85872709718497	Low
TCGA-44-6147-01	NRP1	12.0759	2.85872709718497	Low
TCGA-44-6147-01	TNFRSF14	10.0522	2.85872709718497	Low
TCGA-44-6147-01	TMIGD2	3.2011	2.85872709718497	Low
TCGA-44-6147-01	PDCD1LG2	6.1486	2.85872709718497	Low
TCGA-44-6147-01	TNFRSF18	6.9344	2.85872709718497	Low
TCGA-44-6147-01	TNFSF4	6.1375	2.85872709718497	Low
TCGA-44-6147-01	CD80	5.2947	2.85872709718497	Low
TCGA-44-6147-01	CD86	8.4039	2.85872709718497	Low
TCGA-44-6147-01	TNFSF9	5.8538	2.85872709718497	Low
TCGA-44-6147-01	TNFRSF25	6.4754	2.85872709718497	Low
TCGA-44-6147-01	ADORA2A	7.5909	2.85872709718497	Low
TCGA-44-6147-01	CD70	4.1205	2.85872709718497	Low
TCGA-44-6147-01	CD160	3.7029	2.85872709718497	Low
TCGA-44-6147-01	LAIR1	8.9465	2.85872709718497	Low
TCGA-44-6147-01	CD200	7.1933	2.85872709718497	Low
TCGA-44-6147-01	HAVCR2	8.8283	2.85872709718497	Low
TCGA-44-6147-01	TNFRSF9	4.6464	2.85872709718497	Low
TCGA-44-6147-01	BTNL2	0.6289	2.85872709718497	Low
TCGA-44-6147-01	TNFRSF8	4.7379	2.85872709718497	Low
TCGA-44-6148-01	LGALS9	10.5997	1.88501731882255	Low
TCGA-44-6148-01	CD200R1	8.0416	1.88501731882255	Low
TCGA-44-6148-01	LAG3	8.3135	1.88501731882255	Low
TCGA-44-6148-01	ICOS	3.6147	1.88501731882255	Low
TCGA-44-6148-01	TNFSF15	7.3981	1.88501731882255	Low
TCGA-44-6148-01	TIGIT	5.7122	1.88501731882255	Low
TCGA-44-6148-01	TNFSF14	3.0874	1.88501731882255	Low
TCGA-44-6148-01	CTLA4	4.7681	1.88501731882255	Low
TCGA-44-6148-01	CD274	5.4895	1.88501731882255	Low
TCGA-44-6148-01	CD276	10.2681	1.88501731882255	Low
TCGA-44-6148-01	PDCD1	4.5213	1.88501731882255	Low
TCGA-44-6148-01	CD48	8.605	1.88501731882255	Low
TCGA-44-6148-01	CD44	12.7844	1.88501731882255	Low
TCGA-44-6148-01	ICOSLG	7.782	1.88501731882255	Low
TCGA-44-6148-01	IDO1	6.8734	1.88501731882255	Low
TCGA-44-6148-01	CD28	5.7558	1.88501731882255	Low
TCGA-44-6148-01	TNFRSF4	5.0032	1.88501731882255	Low
TCGA-44-6148-01	NRP1	11.9424	1.88501731882255	Low
TCGA-44-6148-01	TNFRSF14	10.1064	1.88501731882255	Low
TCGA-44-6148-01	TMIGD2	3.7356	1.88501731882255	Low
TCGA-44-6148-01	PDCD1LG2	6.3173	1.88501731882255	Low
TCGA-44-6148-01	TNFRSF18	4.264	1.88501731882255	Low
TCGA-44-6148-01	TNFSF4	6.7639	1.88501731882255	Low
TCGA-44-6148-01	CD80	4.5213	1.88501731882255	Low
TCGA-44-6148-01	CD86	8.1075	1.88501731882255	Low
TCGA-44-6148-01	TNFSF9	3.7356	1.88501731882255	Low
TCGA-44-6148-01	TNFRSF25	5.1189	1.88501731882255	Low
TCGA-44-6148-01	ADORA2A	6.6098	1.88501731882255	Low
TCGA-44-6148-01	CD70	3.4118	1.88501731882255	Low
TCGA-44-6148-01	CD160	3.7356	1.88501731882255	Low
TCGA-44-6148-01	LAIR1	9.2842	1.88501731882255	Low
TCGA-44-6148-01	CD200	8.3892	1.88501731882255	Low
TCGA-44-6148-01	HAVCR2	8.2988	1.88501731882255	Low
TCGA-44-6148-01	TNFRSF9	2.785	1.88501731882255	Low
TCGA-44-6148-01	BTNL2	0.6189	1.88501731882255	Low
TCGA-44-6148-01	TNFRSF8	4.8238	1.88501731882255	Low
TCGA-44-6774-01	LGALS9	10.1244	5.21854593826786	High
TCGA-44-6774-01	CD200R1	5.2892	5.21854593826786	High
TCGA-44-6774-01	LAG3	6.0658	5.21854593826786	High
TCGA-44-6774-01	ICOS	5.962	5.21854593826786	High
TCGA-44-6774-01	TNFSF15	5.219	5.21854593826786	High
TCGA-44-6774-01	TIGIT	7.075	5.21854593826786	High
TCGA-44-6774-01	TNFSF14	4.599	5.21854593826786	High
TCGA-44-6774-01	CTLA4	5.8733	5.21854593826786	High
TCGA-44-6774-01	CD274	5.5689	5.21854593826786	High
TCGA-44-6774-01	CD276	11.951	5.21854593826786	High
TCGA-44-6774-01	PDCD1	6.2176	5.21854593826786	High
TCGA-44-6774-01	CD48	7.5242	5.21854593826786	High
TCGA-44-6774-01	CD44	12.8827	5.21854593826786	High
TCGA-44-6774-01	ICOSLG	8.4982	5.21854593826786	High
TCGA-44-6774-01	IDO1	7.5602	5.21854593826786	High
TCGA-44-6774-01	CD28	6.7027	5.21854593826786	High
TCGA-44-6774-01	TNFRSF4	7.7713	5.21854593826786	High
TCGA-44-6774-01	NRP1	12.6683	5.21854593826786	High
TCGA-44-6774-01	TNFRSF14	9.3113	5.21854593826786	High
TCGA-44-6774-01	TMIGD2	2.4974	5.21854593826786	High
TCGA-44-6774-01	PDCD1LG2	7.4873	5.21854593826786	High
TCGA-44-6774-01	TNFRSF18	7.9608	5.21854593826786	High
TCGA-44-6774-01	TNFSF4	9.4794	5.21854593826786	High
TCGA-44-6774-01	CD80	5.2545	5.21854593826786	High
TCGA-44-6774-01	CD86	9.0238	5.21854593826786	High
TCGA-44-6774-01	TNFSF9	5.1825	5.21854593826786	High
TCGA-44-6774-01	TNFRSF25	6.7027	5.21854593826786	High
TCGA-44-6774-01	ADORA2A	7.7465	5.21854593826786	High
TCGA-44-6774-01	CD70	4.2217	5.21854593826786	High
TCGA-44-6774-01	CD160	3.6032	5.21854593826786	High
TCGA-44-6774-01	LAIR1	9.9726	5.21854593826786	High
TCGA-44-6774-01	CD200	9.9565	5.21854593826786	High
TCGA-44-6774-01	HAVCR2	9.1424	5.21854593826786	High
TCGA-44-6774-01	TNFRSF9	6.6096	5.21854593826786	High
TCGA-44-6774-01	BTNL2	0	5.21854593826786	High
TCGA-44-6774-01	TNFRSF8	6.9719	5.21854593826786	High
TCGA-44-6775-01	LGALS9	11.642	3.83707569805742	High
TCGA-44-6775-01	CD200R1	6.2615	3.83707569805742	High
TCGA-44-6775-01	LAG3	6.7416	3.83707569805742	High
TCGA-44-6775-01	ICOS	6.3973	3.83707569805742	High
TCGA-44-6775-01	TNFSF15	7.0851	3.83707569805742	High
TCGA-44-6775-01	TIGIT	7.5135	3.83707569805742	High
TCGA-44-6775-01	TNFSF14	1.8172	3.83707569805742	High
TCGA-44-6775-01	CTLA4	6.821	3.83707569805742	High
TCGA-44-6775-01	CD274	6.2897	3.83707569805742	High
TCGA-44-6775-01	CD276	11.5243	3.83707569805742	High
TCGA-44-6775-01	PDCD1	5.2988	3.83707569805742	High
TCGA-44-6775-01	CD48	7.6136	3.83707569805742	High
TCGA-44-6775-01	CD44	12.707	3.83707569805742	High
TCGA-44-6775-01	ICOSLG	8.0499	3.83707569805742	High
TCGA-44-6775-01	IDO1	9.9169	3.83707569805742	High
TCGA-44-6775-01	CD28	8.1862	3.83707569805742	High
TCGA-44-6775-01	TNFRSF4	7.2851	3.83707569805742	High
TCGA-44-6775-01	NRP1	12.0056	3.83707569805742	High
TCGA-44-6775-01	TNFRSF14	10.1375	3.83707569805742	High
TCGA-44-6775-01	TMIGD2	2.1807	3.83707569805742	High
TCGA-44-6775-01	PDCD1LG2	7.9326	3.83707569805742	High
TCGA-44-6775-01	TNFRSF18	6.6503	3.83707569805742	High
TCGA-44-6775-01	TNFSF4	9.0744	3.83707569805742	High
TCGA-44-6775-01	CD80	6.7884	3.83707569805742	High
TCGA-44-6775-01	CD86	9.6053	3.83707569805742	High
TCGA-44-6775-01	TNFSF9	5.5213	3.83707569805742	High
TCGA-44-6775-01	TNFRSF25	6.7001	3.83707569805742	High
TCGA-44-6775-01	ADORA2A	6.6059	3.83707569805742	High
TCGA-44-6775-01	CD70	4.1004	3.83707569805742	High
TCGA-44-6775-01	CD160	3.1822	3.83707569805742	High
TCGA-44-6775-01	LAIR1	10.0039	3.83707569805742	High
TCGA-44-6775-01	CD200	8.6522	3.83707569805742	High
TCGA-44-6775-01	HAVCR2	9.943	3.83707569805742	High
TCGA-44-6775-01	TNFRSF9	6.0904	3.83707569805742	High
TCGA-44-6775-01	BTNL2	1.3302	3.83707569805742	High
TCGA-44-6775-01	TNFRSF8	6.3886	3.83707569805742	High
TCGA-44-6776-01	LGALS9	8.9267	2.49230160454597	Low
TCGA-44-6776-01	CD200R1	3.7238	2.49230160454597	Low
TCGA-44-6776-01	LAG3	5.8518	2.49230160454597	Low
TCGA-44-6776-01	ICOS	3.0328	2.49230160454597	Low
TCGA-44-6776-01	TNFSF15	7.5964	2.49230160454597	Low
TCGA-44-6776-01	TIGIT	5.149	2.49230160454597	Low
TCGA-44-6776-01	TNFSF14	2.1991	2.49230160454597	Low
TCGA-44-6776-01	CTLA4	4.0078	2.49230160454597	Low
TCGA-44-6776-01	CD274	4.2449	2.49230160454597	Low
TCGA-44-6776-01	CD276	10.8303	2.49230160454597	Low
TCGA-44-6776-01	PDCD1	4.0708	2.49230160454597	Low
TCGA-44-6776-01	CD48	6.6038	2.49230160454597	Low
TCGA-44-6776-01	CD44	12.9359	2.49230160454597	Low
TCGA-44-6776-01	ICOSLG	7.3455	2.49230160454597	Low
TCGA-44-6776-01	IDO1	7.988	2.49230160454597	Low
TCGA-44-6776-01	CD28	4.8227	2.49230160454597	Low
TCGA-44-6776-01	TNFRSF4	5.3656	2.49230160454597	Low
TCGA-44-6776-01	NRP1	12.2466	2.49230160454597	Low
TCGA-44-6776-01	TNFRSF14	9.6353	2.49230160454597	Low
TCGA-44-6776-01	TMIGD2	2.1991	2.49230160454597	Low
TCGA-44-6776-01	PDCD1LG2	4.6268	2.49230160454597	Low
TCGA-44-6776-01	TNFRSF18	7.4966	2.49230160454597	Low
TCGA-44-6776-01	TNFSF4	4.8588	2.49230160454597	Low
TCGA-44-6776-01	CD80	3.1542	2.49230160454597	Low
TCGA-44-6776-01	CD86	5.7592	2.49230160454597	Low
TCGA-44-6776-01	TNFSF9	7.4851	2.49230160454597	Low
TCGA-44-6776-01	TNFRSF25	4.9951	2.49230160454597	Low
TCGA-44-6776-01	ADORA2A	6.4582	2.49230160454597	Low
TCGA-44-6776-01	CD70	0.7811	2.49230160454597	Low
TCGA-44-6776-01	CD160	3.5578	2.49230160454597	Low
TCGA-44-6776-01	LAIR1	7.1107	2.49230160454597	Low
TCGA-44-6776-01	CD200	5.7782	2.49230160454597	Low
TCGA-44-6776-01	HAVCR2	6.5046	2.49230160454597	Low
TCGA-44-6776-01	TNFRSF9	2.1991	2.49230160454597	Low
TCGA-44-6776-01	BTNL2	0	2.49230160454597	Low
TCGA-44-6776-01	TNFRSF8	3.8002	2.49230160454597	Low
TCGA-44-6777-01	LGALS9	11.2936	3.44994707911252	Low
TCGA-44-6777-01	CD200R1	7.1495	3.44994707911252	Low
TCGA-44-6777-01	LAG3	7.478	3.44994707911252	Low
TCGA-44-6777-01	ICOS	6.149	3.44994707911252	Low
TCGA-44-6777-01	TNFSF15	6.3011	3.44994707911252	Low
TCGA-44-6777-01	TIGIT	7.1495	3.44994707911252	Low
TCGA-44-6777-01	TNFSF14	4.5619	3.44994707911252	Low
TCGA-44-6777-01	CTLA4	6.1383	3.44994707911252	Low
TCGA-44-6777-01	CD274	7.612	3.44994707911252	Low
TCGA-44-6777-01	CD276	11.671	3.44994707911252	Low
TCGA-44-6777-01	PDCD1	5.9789	3.44994707911252	Low
TCGA-44-6777-01	CD48	8.5181	3.44994707911252	Low
TCGA-44-6777-01	CD44	13.5511	3.44994707911252	Low
TCGA-44-6777-01	ICOSLG	8.9557	3.44994707911252	Low
TCGA-44-6777-01	IDO1	8.3233	3.44994707911252	Low
TCGA-44-6777-01	CD28	8.9649	3.44994707911252	Low
TCGA-44-6777-01	TNFRSF4	6.9675	3.44994707911252	Low
TCGA-44-6777-01	NRP1	13.5839	3.44994707911252	Low
TCGA-44-6777-01	TNFRSF14	10.117	3.44994707911252	Low
TCGA-44-6777-01	TMIGD2	1.86	3.44994707911252	Low
TCGA-44-6777-01	PDCD1LG2	8.1815	3.44994707911252	Low
TCGA-44-6777-01	TNFRSF18	7.4822	3.44994707911252	Low
TCGA-44-6777-01	TNFSF4	7.8899	3.44994707911252	Low
TCGA-44-6777-01	CD80	6.8005	3.44994707911252	Low
TCGA-44-6777-01	CD86	10.5125	3.44994707911252	Low
TCGA-44-6777-01	TNFSF9	6.9553	3.44994707911252	Low
TCGA-44-6777-01	TNFRSF25	5.6416	3.44994707911252	Low
TCGA-44-6777-01	ADORA2A	8.363	3.44994707911252	Low
TCGA-44-6777-01	CD70	4.4622	3.44994707911252	Low
TCGA-44-6777-01	CD160	2.0553	3.44994707911252	Low
TCGA-44-6777-01	LAIR1	11.4653	3.44994707911252	Low
