Sample	gene	value	Risk_score	Risk_score_LH
TCGA-55-8508-01	CD86	7.9316	3.94778449819447	High
TCGA-55-8508-01	TNFSF9	5.5265	3.94778449819447	High
TCGA-55-8508-01	TNFRSF25	8.1761	3.94778449819447	High
TCGA-55-8508-01	ADORA2A	8.7682	3.94778449819447	High
TCGA-55-8508-01	CD70	3.5373	3.94778449819447	High
TCGA-55-8508-01	CD160	4.2237	3.94778449819447	High
TCGA-55-8508-01	LAIR1	8.4116	3.94778449819447	High
TCGA-55-8508-01	CD200	7.5715	3.94778449819447	High
TCGA-55-8508-01	HAVCR2	7.3703	3.94778449819447	High
TCGA-55-8508-01	TNFRSF9	5.2531	3.94778449819447	High
TCGA-55-8508-01	BTNL2	0.914	3.94778449819447	High
TCGA-55-8508-01	TNFRSF8	5.2192	3.94778449819447	High
TCGA-55-8510-01	LGALS9	11.712	2.55177836015524	Low
TCGA-55-8510-01	CD200R1	5.9869	2.55177836015524	Low
TCGA-55-8510-01	LAG3	7.5845	2.55177836015524	Low
TCGA-55-8510-01	ICOS	6.4975	2.55177836015524	Low
TCGA-55-8510-01	TNFSF15	6.0281	2.55177836015524	Low
TCGA-55-8510-01	TIGIT	7.4241	2.55177836015524	Low
TCGA-55-8510-01	TNFSF14	4.4867	2.55177836015524	Low
TCGA-55-8510-01	CTLA4	6.5828	2.55177836015524	Low
TCGA-55-8510-01	CD274	7.1597	2.55177836015524	Low
TCGA-55-8510-01	CD276	11.163	2.55177836015524	Low
TCGA-55-8510-01	PDCD1	7.3611	2.55177836015524	Low
TCGA-55-8510-01	CD48	9.116	2.55177836015524	Low
TCGA-55-8510-01	CD44	12.3092	2.55177836015524	Low
TCGA-55-8510-01	ICOSLG	8.2821	2.55177836015524	Low
TCGA-55-8510-01	IDO1	9.1302	2.55177836015524	Low
TCGA-55-8510-01	CD28	6.2875	2.55177836015524	Low
TCGA-55-8510-01	TNFRSF4	7.8486	2.55177836015524	Low
TCGA-55-8510-01	NRP1	11.7748	2.55177836015524	Low
TCGA-55-8510-01	TNFRSF14	11.5714	2.55177836015524	Low
TCGA-55-8510-01	TMIGD2	4.0268	2.55177836015524	Low
TCGA-55-8510-01	PDCD1LG2	7.4993	2.55177836015524	Low
TCGA-55-8510-01	TNFRSF18	8.7066	2.55177836015524	Low
TCGA-55-8510-01	TNFSF4	6.2298	2.55177836015524	Low
TCGA-55-8510-01	CD80	5.9302	2.55177836015524	Low
TCGA-55-8510-01	CD86	8.9634	2.55177836015524	Low
TCGA-55-8510-01	TNFSF9	8.1138	2.55177836015524	Low
TCGA-55-8510-01	TNFRSF25	8.7503	2.55177836015524	Low
TCGA-55-8510-01	ADORA2A	8.3834	2.55177836015524	Low
TCGA-55-8510-01	CD70	3.7268	2.55177836015524	Low
TCGA-55-8510-01	CD160	3.8544	2.55177836015524	Low
TCGA-55-8510-01	LAIR1	10.5232	2.55177836015524	Low
TCGA-55-8510-01	CD200	7.5186	2.55177836015524	Low
TCGA-55-8510-01	HAVCR2	9.5485	2.55177836015524	Low
TCGA-55-8510-01	TNFRSF9	5.973	2.55177836015524	Low
TCGA-55-8510-01	BTNL2	0	2.55177836015524	Low
TCGA-55-8510-01	TNFRSF8	6.0681	2.55177836015524	Low
TCGA-55-8511-01	LGALS9	10.362	4.68721345562982	High
TCGA-55-8511-01	CD200R1	4.2417	4.68721345562982	High
TCGA-55-8511-01	LAG3	7.3566	4.68721345562982	High
TCGA-55-8511-01	ICOS	6.0596	4.68721345562982	High
TCGA-55-8511-01	TNFSF15	6.6952	4.68721345562982	High
TCGA-55-8511-01	TIGIT	7.9919	4.68721345562982	High
TCGA-55-8511-01	TNFSF14	3.8106	4.68721345562982	High
TCGA-55-8511-01	CTLA4	7.078	4.68721345562982	High
TCGA-55-8511-01	CD274	8.4893	4.68721345562982	High
TCGA-55-8511-01	CD276	11.5155	4.68721345562982	High
TCGA-55-8511-01	PDCD1	6.4663	4.68721345562982	High
TCGA-55-8511-01	CD48	8.9082	4.68721345562982	High
TCGA-55-8511-01	CD44	11.7195	4.68721345562982	High
TCGA-55-8511-01	ICOSLG	8.7858	4.68721345562982	High
TCGA-55-8511-01	IDO1	8.7964	4.68721345562982	High
TCGA-55-8511-01	CD28	6.9821	4.68721345562982	High
TCGA-55-8511-01	TNFRSF4	7.5019	4.68721345562982	High
TCGA-55-8511-01	NRP1	11.2727	4.68721345562982	High
TCGA-55-8511-01	TNFRSF14	10.438	4.68721345562982	High
TCGA-55-8511-01	TMIGD2	3.7536	4.68721345562982	High
TCGA-55-8511-01	PDCD1LG2	7.0188	4.68721345562982	High
TCGA-55-8511-01	TNFRSF18	7.7978	4.68721345562982	High
TCGA-55-8511-01	TNFSF4	6.3268	4.68721345562982	High
TCGA-55-8511-01	CD80	5.9873	4.68721345562982	High
TCGA-55-8511-01	CD86	8.6125	4.68721345562982	High
TCGA-55-8511-01	TNFSF9	7.8632	4.68721345562982	High
TCGA-55-8511-01	TNFRSF25	8.2426	4.68721345562982	High
TCGA-55-8511-01	ADORA2A	8.737	4.68721345562982	High
TCGA-55-8511-01	CD70	4.6057	4.68721345562982	High
TCGA-55-8511-01	CD160	3.0105	4.68721345562982	High
TCGA-55-8511-01	LAIR1	9.8105	4.68721345562982	High
TCGA-55-8511-01	CD200	8.6441	4.68721345562982	High
TCGA-55-8511-01	HAVCR2	8.9844	4.68721345562982	High
TCGA-55-8511-01	TNFRSF9	5.8982	4.68721345562982	High
TCGA-55-8511-01	BTNL2	1.0607	4.68721345562982	High
TCGA-55-8511-01	TNFRSF8	5.9498	4.68721345562982	High
TCGA-55-8512-01	LGALS9	10.1398	2.28554203014499	Low
TCGA-55-8512-01	CD200R1	5.7809	2.28554203014499	Low
TCGA-55-8512-01	LAG3	6.1609	2.28554203014499	Low
TCGA-55-8512-01	ICOS	3.5471	2.28554203014499	Low
TCGA-55-8512-01	TNFSF15	7.3577	2.28554203014499	Low
TCGA-55-8512-01	TIGIT	3.9969	2.28554203014499	Low
TCGA-55-8512-01	TNFSF14	5.0933	2.28554203014499	Low
TCGA-55-8512-01	CTLA4	3.4796	2.28554203014499	Low
TCGA-55-8512-01	CD274	5.3976	2.28554203014499	Low
TCGA-55-8512-01	CD276	10.441	2.28554203014499	Low
TCGA-55-8512-01	PDCD1	3.3343	2.28554203014499	Low
TCGA-55-8512-01	CD48	7.2903	2.28554203014499	Low
TCGA-55-8512-01	CD44	12.6635	2.28554203014499	Low
TCGA-55-8512-01	ICOSLG	7.4707	2.28554203014499	Low
TCGA-55-8512-01	IDO1	7.3292	2.28554203014499	Low
TCGA-55-8512-01	CD28	4.9002	2.28554203014499	Low
TCGA-55-8512-01	TNFRSF4	4.4135	2.28554203014499	Low
TCGA-55-8512-01	NRP1	10.3243	2.28554203014499	Low
TCGA-55-8512-01	TNFRSF14	11.0615	2.28554203014499	Low
TCGA-55-8512-01	TMIGD2	2.6656	2.28554203014499	Low
TCGA-55-8512-01	PDCD1LG2	5.4337	2.28554203014499	Low
TCGA-55-8512-01	TNFRSF18	6.2648	2.28554203014499	Low
TCGA-55-8512-01	TNFSF4	3.6116	2.28554203014499	Low
TCGA-55-8512-01	CD80	3.8969	2.28554203014499	Low
TCGA-55-8512-01	CD86	6.7748	2.28554203014499	Low
TCGA-55-8512-01	TNFSF9	6.2138	2.28554203014499	Low
TCGA-55-8512-01	TNFRSF25	7.5386	2.28554203014499	Low
TCGA-55-8512-01	ADORA2A	6.8435	2.28554203014499	Low
TCGA-55-8512-01	CD70	2.0727	2.28554203014499	Low
TCGA-55-8512-01	CD160	3.8969	2.28554203014499	Low
TCGA-55-8512-01	LAIR1	8.3199	2.28554203014499	Low
TCGA-55-8512-01	CD200	7.1453	2.28554203014499	Low
TCGA-55-8512-01	HAVCR2	7.3764	2.28554203014499	Low
TCGA-55-8512-01	TNFRSF9	1.0489	2.28554203014499	Low
TCGA-55-8512-01	BTNL2	0	2.28554203014499	Low
TCGA-55-8512-01	TNFRSF8	3.7895	2.28554203014499	Low
TCGA-55-8513-01	LGALS9	12.2045	2.03077693017364	Low
TCGA-55-8513-01	CD200R1	5.685	2.03077693017364	Low
TCGA-55-8513-01	LAG3	7.502	2.03077693017364	Low
TCGA-55-8513-01	ICOS	4.9036	2.03077693017364	Low
TCGA-55-8513-01	TNFSF15	5.0721	2.03077693017364	Low
TCGA-55-8513-01	TIGIT	6.3287	2.03077693017364	Low
TCGA-55-8513-01	TNFSF14	6.6174	2.03077693017364	Low
TCGA-55-8513-01	CTLA4	5.9845	2.03077693017364	Low
TCGA-55-8513-01	CD274	6.5158	2.03077693017364	Low
TCGA-55-8513-01	CD276	10.5772	2.03077693017364	Low
TCGA-55-8513-01	PDCD1	5.4358	2.03077693017364	Low
TCGA-55-8513-01	CD48	10.3067	2.03077693017364	Low
TCGA-55-8513-01	CD44	12.2208	2.03077693017364	Low
TCGA-55-8513-01	ICOSLG	8.5645	2.03077693017364	Low
TCGA-55-8513-01	IDO1	9.244	2.03077693017364	Low
TCGA-55-8513-01	CD28	6.3018	2.03077693017364	Low
TCGA-55-8513-01	TNFRSF4	6.2882	2.03077693017364	Low
TCGA-55-8513-01	NRP1	10.9036	2.03077693017364	Low
TCGA-55-8513-01	TNFRSF14	11.8499	2.03077693017364	Low
TCGA-55-8513-01	TMIGD2	2.9405	2.03077693017364	Low
TCGA-55-8513-01	PDCD1LG2	6.3938	2.03077693017364	Low
TCGA-55-8513-01	TNFRSF18	4.6287	2.03077693017364	Low
TCGA-55-8513-01	TNFSF4	5.8047	2.03077693017364	Low
TCGA-55-8513-01	CD80	6.5158	2.03077693017364	Low
TCGA-55-8513-01	CD86	9.4089	2.03077693017364	Low
TCGA-55-8513-01	TNFSF9	5.1344	2.03077693017364	Low
TCGA-55-8513-01	TNFRSF25	7.1417	2.03077693017364	Low
TCGA-55-8513-01	ADORA2A	7.814	2.03077693017364	Low
TCGA-55-8513-01	CD70	3.6859	2.03077693017364	Low
TCGA-55-8513-01	CD160	3.8433	2.03077693017364	Low
TCGA-55-8513-01	LAIR1	10.9788	2.03077693017364	Low
TCGA-55-8513-01	CD200	7.111	2.03077693017364	Low
TCGA-55-8513-01	HAVCR2	10.1731	2.03077693017364	Low
TCGA-55-8513-01	TNFRSF9	3.9852	2.03077693017364	Low
TCGA-55-8513-01	BTNL2	0	2.03077693017364	Low
TCGA-55-8513-01	TNFRSF8	4.9734	2.03077693017364	Low
TCGA-55-8514-01	LGALS9	11.3413	3.29677465857467	Low
TCGA-55-8514-01	CD200R1	3.2307	3.29677465857467	Low
TCGA-55-8514-01	LAG3	7.4791	3.29677465857467	Low
TCGA-55-8514-01	ICOS	4.8123	3.29677465857467	Low
TCGA-55-8514-01	TNFSF15	4.3923	3.29677465857467	Low
TCGA-55-8514-01	TIGIT	5.6448	3.29677465857467	Low
TCGA-55-8514-01	TNFSF14	2.0792	3.29677465857467	Low
TCGA-55-8514-01	CTLA4	5.6261	3.29677465857467	Low
TCGA-55-8514-01	CD274	5.7864	3.29677465857467	Low
TCGA-55-8514-01	CD276	10.487	3.29677465857467	Low
TCGA-55-8514-01	PDCD1	5.2878	3.29677465857467	Low
TCGA-55-8514-01	CD48	7.5304	3.29677465857467	Low
TCGA-55-8514-01	CD44	12.5918	3.29677465857467	Low
TCGA-55-8514-01	ICOSLG	8.2733	3.29677465857467	Low
TCGA-55-8514-01	IDO1	7.1129	3.29677465857467	Low
TCGA-55-8514-01	CD28	4.9985	3.29677465857467	Low
TCGA-55-8514-01	TNFRSF4	6.3962	3.29677465857467	Low
TCGA-55-8514-01	NRP1	10.8518	3.29677465857467	Low
TCGA-55-8514-01	TNFRSF14	11.3202	3.29677465857467	Low
TCGA-55-8514-01	TMIGD2	2.0792	3.29677465857467	Low
TCGA-55-8514-01	PDCD1LG2	5.4456	3.29677465857467	Low
TCGA-55-8514-01	TNFRSF18	5.4877	3.29677465857467	Low
TCGA-55-8514-01	TNFSF4	5.4877	3.29677465857467	Low
TCGA-55-8514-01	CD80	5.4241	3.29677465857467	Low
TCGA-55-8514-01	CD86	8.5214	3.29677465857467	Low
TCGA-55-8514-01	TNFSF9	5.1105	3.29677465857467	Low
TCGA-55-8514-01	TNFRSF25	10.1771	3.29677465857467	Low
TCGA-55-8514-01	ADORA2A	7.1722	3.29677465857467	Low
TCGA-55-8514-01	CD70	0.7183	3.29677465857467	Low
TCGA-55-8514-01	CD160	3.9254	3.29677465857467	Low
TCGA-55-8514-01	LAIR1	9.2466	3.29677465857467	Low
TCGA-55-8514-01	CD200	5.5286	3.29677465857467	Low
TCGA-55-8514-01	HAVCR2	8.581	3.29677465857467	Low
TCGA-55-8514-01	TNFRSF9	3.0174	3.29677465857467	Low
TCGA-55-8514-01	BTNL2	0	3.29677465857467	Low
TCGA-55-8514-01	TNFRSF8	4.0984	3.29677465857467	Low
TCGA-55-8614-01	LGALS9	9.8902	4.4601622761562	High
TCGA-55-8614-01	CD200R1	4.3567	4.4601622761562	High
TCGA-55-8614-01	LAG3	6.6026	4.4601622761562	High
TCGA-55-8614-01	ICOS	5.409	4.4601622761562	High
TCGA-55-8614-01	TNFSF15	5.1271	4.4601622761562	High
TCGA-55-8614-01	TIGIT	6.7781	4.4601622761562	High
TCGA-55-8614-01	TNFSF14	4.4003	4.4601622761562	High
TCGA-55-8614-01	CTLA4	5.7497	4.4601622761562	High
TCGA-55-8614-01	CD274	5.0742	4.4601622761562	High
TCGA-55-8614-01	CD276	11.2609	4.4601622761562	High
TCGA-55-8614-01	PDCD1	5.3657	4.4601622761562	High
TCGA-55-8614-01	CD48	7.4262	4.4601622761562	High
TCGA-55-8614-01	CD44	13.194	4.4601622761562	High
TCGA-55-8614-01	ICOSLG	8.239	4.4601622761562	High
TCGA-55-8614-01	IDO1	10.0252	4.4601622761562	High
TCGA-55-8614-01	CD28	5.6448	4.4601622761562	High
TCGA-55-8614-01	TNFRSF4	6.7615	4.4601622761562	High
TCGA-55-8614-01	NRP1	11.4604	4.4601622761562	High
TCGA-55-8614-01	TNFRSF14	10.968	4.4601622761562	High
TCGA-55-8614-01	TMIGD2	1.1746	4.4601622761562	High
TCGA-55-8614-01	PDCD1LG2	5.9241	4.4601622761562	High
TCGA-55-8614-01	TNFRSF18	7.4262	4.4601622761562	High
TCGA-55-8614-01	TNFSF4	6.4134	4.4601622761562	High
TCGA-55-8614-01	CD80	4.9329	4.4601622761562	High
TCGA-55-8614-01	CD86	7.6045	4.4601622761562	High
TCGA-55-8614-01	TNFSF9	5.409	4.4601622761562	High
TCGA-55-8614-01	TNFRSF25	7.2879	4.4601622761562	High
TCGA-55-8614-01	ADORA2A	7.9726	4.4601622761562	High
TCGA-55-8614-01	CD70	1.8133	4.4601622761562	High
TCGA-55-8614-01	CD160	3.2929	4.4601622761562	High
TCGA-55-8614-01	LAIR1	8.5533	4.4601622761562	High
TCGA-55-8614-01	CD200	7.6594	4.4601622761562	High
TCGA-55-8614-01	HAVCR2	7.7464	4.4601622761562	High
TCGA-55-8614-01	TNFRSF9	4.4837	4.4601622761562	High
TCGA-55-8614-01	BTNL2	0	4.4601622761562	High
TCGA-55-8614-01	TNFRSF8	4.5626	4.4601622761562	High
TCGA-55-8615-01	LGALS9	8.7621	3.13921105353212	Low
TCGA-55-8615-01	CD200R1	3.8449	3.13921105353212	Low
TCGA-55-8615-01	LAG3	5.5543	3.13921105353212	Low
TCGA-55-8615-01	ICOS	2.8909	3.13921105353212	Low
TCGA-55-8615-01	TNFSF15	5.6496	3.13921105353212	Low
TCGA-55-8615-01	TIGIT	4.8484	3.13921105353212	Low
TCGA-55-8615-01	TNFSF14	1.6503	3.13921105353212	Low
TCGA-55-8615-01	CTLA4	3.6741	3.13921105353212	Low
TCGA-55-8615-01	CD274	3.7902	3.13921105353212	Low
TCGA-55-8615-01	CD276	11.1032	3.13921105353212	Low
TCGA-55-8615-01	PDCD1	3.5478	3.13921105353212	Low
TCGA-55-8615-01	CD48	6.1179	3.13921105353212	Low
TCGA-55-8615-01	CD44	10.7084	3.13921105353212	Low
TCGA-55-8615-01	ICOSLG	6.8376	3.13921105353212	Low
TCGA-55-8615-01	IDO1	7.783	3.13921105353212	Low
TCGA-55-8615-01	CD28	4.7657	3.13921105353212	Low
TCGA-55-8615-01	TNFRSF4	7.8278	3.13921105353212	Low
TCGA-55-8615-01	NRP1	12.5321	3.13921105353212	Low
TCGA-55-8615-01	TNFRSF14	9.7632	3.13921105353212	Low
TCGA-55-8615-01	TMIGD2	2.0733	3.13921105353212	Low
TCGA-55-8615-01	PDCD1LG2	3.6123	3.13921105353212	Low
TCGA-55-8615-01	TNFRSF18	8.8178	3.13921105353212	Low
TCGA-55-8615-01	TNFSF4	4.2617	3.13921105353212	Low
TCGA-55-8615-01	CD80	2.7829	3.13921105353212	Low
TCGA-55-8615-01	CD86	7.3106	3.13921105353212	Low
TCGA-55-8615-01	TNFSF9	4.3399	3.13921105353212	Low
TCGA-55-8615-01	TNFRSF25	8.7674	3.13921105353212	Low
TCGA-55-8615-01	ADORA2A	6.4357	3.13921105353212	Low
TCGA-55-8615-01	CD70	1.3809	3.13921105353212	Low
TCGA-55-8615-01	CD160	3.5478	3.13921105353212	Low
TCGA-55-8615-01	LAIR1	8.0391	3.13921105353212	Low
TCGA-55-8615-01	CD200	7.0091	3.13921105353212	Low
TCGA-55-8615-01	HAVCR2	7.4407	3.13921105353212	Low
TCGA-55-8615-01	TNFRSF9	4.5189	3.13921105353212	Low
TCGA-55-8615-01	BTNL2	0	3.13921105353212	Low
TCGA-55-8615-01	TNFRSF8	3.0852	3.13921105353212	Low
TCGA-55-8616-01	LGALS9	10.1132	3.54562693133346	High
TCGA-55-8616-01	CD200R1	3.6501	3.54562693133346	High
TCGA-55-8616-01	LAG3	5.6241	3.54562693133346	High
TCGA-55-8616-01	ICOS	3.7661	3.54562693133346	High
TCGA-55-8616-01	TNFSF15	4.9266	3.54562693133346	High
TCGA-55-8616-01	TIGIT	5.8379	3.54562693133346	High
TCGA-55-8616-01	TNFSF14	2.379	3.54562693133346	High
TCGA-55-8616-01	CTLA4	5.1133	3.54562693133346	High
TCGA-55-8616-01	CD274	6.392	3.54562693133346	High
TCGA-55-8616-01	CD276	11.1146	3.54562693133346	High
TCGA-55-8616-01	PDCD1	5.6241	3.54562693133346	High
TCGA-55-8616-01	CD48	8.5586	3.54562693133346	High
TCGA-55-8616-01	CD44	11.8381	3.54562693133346	High
TCGA-55-8616-01	ICOSLG	7.9349	3.54562693133346	High
TCGA-55-8616-01	IDO1	6.6171	3.54562693133346	High
TCGA-55-8616-01	CD28	5.8511	3.54562693133346	High
TCGA-55-8616-01	TNFRSF4	5.8111	3.54562693133346	High
TCGA-55-8616-01	NRP1	12.0672	3.54562693133346	High
TCGA-55-8616-01	TNFRSF14	10.0344	3.54562693133346	High
TCGA-55-8616-01	TMIGD2	2.7607	3.54562693133346	High
TCGA-55-8616-01	PDCD1LG2	4.8233	3.54562693133346	High
TCGA-55-8616-01	TNFRSF18	7.2751	3.54562693133346	High
TCGA-55-8616-01	TNFSF4	5.4787	3.54562693133346	High
TCGA-55-8616-01	CD80	3.7093	3.54562693133346	High
TCGA-55-8616-01	CD86	7.1685	3.54562693133346	High
TCGA-55-8616-01	TNFSF9	7.6668	3.54562693133346	High
TCGA-55-8616-01	TNFRSF25	7.5584	3.54562693133346	High
TCGA-55-8616-01	ADORA2A	7.9317	3.54562693133346	High
TCGA-55-8616-01	CD70	2.8684	3.54562693133346	High
TCGA-55-8616-01	CD160	3.2332	3.54562693133346	High
TCGA-55-8616-01	LAIR1	8.4305	3.54562693133346	High
TCGA-55-8616-01	CD200	6.0471	3.54562693133346	High
TCGA-55-8616-01	HAVCR2	7.5784	3.54562693133346	High
TCGA-55-8616-01	TNFRSF9	2.0536	3.54562693133346	High
TCGA-55-8616-01	BTNL2	0.609	3.54562693133346	High
TCGA-55-8616-01	TNFRSF8	3.2332	3.54562693133346	High
TCGA-55-8619-01	LGALS9	11.8876	2.27961916764552	Low
TCGA-55-8619-01	CD200R1	5.6247	2.27961916764552	Low
TCGA-55-8619-01	LAG3	7.4903	2.27961916764552	Low
TCGA-55-8619-01	ICOS	6.6854	2.27961916764552	Low
TCGA-55-8619-01	TNFSF15	6.367	2.27961916764552	Low
TCGA-55-8619-01	TIGIT	7.4233	2.27961916764552	Low
TCGA-55-8619-01	TNFSF14	5.4435	2.27961916764552	Low
TCGA-55-8619-01	CTLA4	6.4071	2.27961916764552	Low
TCGA-55-8619-01	CD274	6.0367	2.27961916764552	Low
TCGA-55-8619-01	CD276	10.8643	2.27961916764552	Low
TCGA-55-8619-01	PDCD1	7.4809	2.27961916764552	Low
TCGA-55-8619-01	CD48	9.4329	2.27961916764552	Low
TCGA-55-8619-01	CD44	13.3385	2.27961916764552	Low
TCGA-55-8619-01	ICOSLG	8.6458	2.27961916764552	Low
TCGA-55-8619-01	IDO1	8.4792	2.27961916764552	Low
TCGA-55-8619-01	CD28	7.641	2.27961916764552	Low
TCGA-55-8619-01	TNFRSF4	7.2298	2.27961916764552	Low
TCGA-55-8619-01	NRP1	11.4337	2.27961916764552	Low
TCGA-55-8619-01	TNFRSF14	11.3427	2.27961916764552	Low
TCGA-55-8619-01	TMIGD2	3.0995	2.27961916764552	Low
TCGA-55-8619-01	PDCD1LG2	7.1253	2.27961916764552	Low
TCGA-55-8619-01	TNFRSF18	6.1236	2.27961916764552	Low
TCGA-55-8619-01	TNFSF4	5.2583	2.27961916764552	Low
TCGA-55-8619-01	CD80	5.8008	2.27961916764552	Low
TCGA-55-8619-01	CD86	9.0173	2.27961916764552	Low
TCGA-55-8619-01	TNFSF9	4.7965	2.27961916764552	Low
TCGA-55-8619-01	TNFRSF25	7.2847	2.27961916764552	Low
TCGA-55-8619-01	ADORA2A	8.7194	2.27961916764552	Low
TCGA-55-8619-01	CD70	3.8475	2.27961916764552	Low
TCGA-55-8619-01	CD160	4.2955	2.27961916764552	Low
TCGA-55-8619-01	LAIR1	10.5559	2.27961916764552	Low
TCGA-55-8619-01	CD200	7.4903	2.27961916764552	Low
TCGA-55-8619-01	HAVCR2	9.5281	2.27961916764552	Low
TCGA-55-8619-01	TNFRSF9	4.6369	2.27961916764552	Low
TCGA-55-8619-01	BTNL2	0.6621	2.27961916764552	Low
TCGA-55-8619-01	TNFRSF8	5.9578	2.27961916764552	Low
TCGA-55-8620-01	LGALS9	10.3737	3.04246547133333	Low
TCGA-55-8620-01	CD200R1	4.1432	3.04246547133333	Low
TCGA-55-8620-01	LAG3	7.9511	3.04246547133333	Low
TCGA-55-8620-01	ICOS	6.2254	3.04246547133333	Low
TCGA-55-8620-01	TNFSF15	2.3694	3.04246547133333	Low
TCGA-55-8620-01	TIGIT	7.1924	3.04246547133333	Low
TCGA-55-8620-01	TNFSF14	3.4752	3.04246547133333	Low
TCGA-55-8620-01	CTLA4	6.1305	3.04246547133333	Low
TCGA-55-8620-01	CD274	5.8014	3.04246547133333	Low
TCGA-55-8620-01	CD276	10.7589	3.04246547133333	Low
TCGA-55-8620-01	PDCD1	6.3569	3.04246547133333	Low
TCGA-55-8620-01	CD48	8.2509	3.04246547133333	Low
TCGA-55-8620-01	CD44	10.5565	3.04246547133333	Low
TCGA-55-8620-01	ICOSLG	7.5029	3.04246547133333	Low
TCGA-55-8620-01	IDO1	8.3828	3.04246547133333	Low
TCGA-55-8620-01	CD28	6.6753	3.04246547133333	Low
TCGA-55-8620-01	TNFRSF4	6.757	3.04246547133333	Low
TCGA-55-8620-01	NRP1	10.8714	3.04246547133333	Low
TCGA-55-8620-01	TNFRSF14	10.49	3.04246547133333	Low
TCGA-55-8620-01	TMIGD2	3.1275	3.04246547133333	Low
TCGA-55-8620-01	PDCD1LG2	6.3674	3.04246547133333	Low
TCGA-55-8620-01	TNFRSF18	6.0289	3.04246547133333	Low
TCGA-55-8620-01	TNFSF4	4.4875	3.04246547133333	Low
TCGA-55-8620-01	CD80	5.1265	3.04246547133333	Low
TCGA-55-8620-01	CD86	8.0353	3.04246547133333	Low
TCGA-55-8620-01	TNFSF9	7.2215	3.04246547133333	Low
TCGA-55-8620-01	TNFRSF25	8.0931	3.04246547133333	Low
TCGA-55-8620-01	ADORA2A	8.743	3.04246547133333	Low
TCGA-55-8620-01	CD70	2.9162	3.04246547133333	Low
TCGA-55-8620-01	CD160	3.2226	3.04246547133333	Low
TCGA-55-8620-01	LAIR1	8.8361	3.04246547133333	Low
TCGA-55-8620-01	CD200	6.055	3.04246547133333	Low
TCGA-55-8620-01	HAVCR2	8.5341	3.04246547133333	Low
TCGA-55-8620-01	TNFRSF9	5.1749	3.04246547133333	Low
TCGA-55-8620-01	BTNL2	0.6738	3.04246547133333	Low
TCGA-55-8620-01	TNFRSF8	4.8863	3.04246547133333	Low
TCGA-55-8621-01	LGALS9	11.7951	2.30823657996263	Low
TCGA-55-8621-01	CD200R1	5.419	2.30823657996263	Low
TCGA-55-8621-01	LAG3	7.4955	2.30823657996263	Low
TCGA-55-8621-01	ICOS	6.1204	2.30823657996263	Low
TCGA-55-8621-01	TNFSF15	6.5077	2.30823657996263	Low
TCGA-55-8621-01	TIGIT	7.2125	2.30823657996263	Low
TCGA-55-8621-01	TNFSF14	5.0032	2.30823657996263	Low
TCGA-55-8621-01	CTLA4	5.8659	2.30823657996263	Low
TCGA-55-8621-01	CD274	7.8705	2.30823657996263	Low
TCGA-55-8621-01	CD276	10.9663	2.30823657996263	Low
TCGA-55-8621-01	PDCD1	6.6062	2.30823657996263	Low
TCGA-55-8621-01	CD48	8.905	2.30823657996263	Low
TCGA-55-8621-01	CD44	13.4072	2.30823657996263	Low
TCGA-55-8621-01	ICOSLG	8.3232	2.30823657996263	Low
TCGA-55-8621-01	IDO1	9.8076	2.30823657996263	Low
TCGA-55-8621-01	CD28	6.6141	2.30823657996263	Low
TCGA-55-8621-01	TNFRSF4	6.9188	2.30823657996263	Low
TCGA-55-8621-01	NRP1	11.9933	2.30823657996263	Low
TCGA-55-8621-01	TNFRSF14	10.9826	2.30823657996263	Low
TCGA-55-8621-01	TMIGD2	4.7962	2.30823657996263	Low
TCGA-55-8621-01	PDCD1LG2	8.1462	2.30823657996263	Low
TCGA-55-8621-01	TNFRSF18	7.5908	2.30823657996263	Low
TCGA-55-8621-01	TNFSF4	6.653	2.30823657996263	Low
TCGA-55-8621-01	CD80	6.799	2.30823657996263	Low
TCGA-55-8621-01	CD86	9.5172	2.30823657996263	Low
TCGA-55-8621-01	TNFSF9	5.6824	2.30823657996263	Low
TCGA-55-8621-01	TNFRSF25	7.0056	2.30823657996263	Low
TCGA-55-8621-01	ADORA2A	9.052	2.30823657996263	Low
TCGA-55-8621-01	CD70	5.2465	2.30823657996263	Low
TCGA-55-8621-01	CD160	5.3824	2.30823657996263	Low
TCGA-55-8621-01	LAIR1	10.9725	2.30823657996263	Low
TCGA-55-8621-01	CD200	7.5125	2.30823657996263	Low
TCGA-55-8621-01	HAVCR2	10.0788	2.30823657996263	Low
TCGA-55-8621-01	TNFRSF9	5.141	2.30823657996263	Low
TCGA-55-8621-01	BTNL2	0.6189	2.30823657996263	Low
TCGA-55-8621-01	TNFRSF8	5.8791	2.30823657996263	Low
TCGA-55-A48X-01	LGALS9	11.1456	2.63082182576756	Low
TCGA-55-A48X-01	CD200R1	5.4915	2.63082182576756	Low
TCGA-55-A48X-01	LAG3	6.9217	2.63082182576756	Low
TCGA-55-A48X-01	ICOS	5.6403	2.63082182576756	Low
TCGA-55-A48X-01	TNFSF15	7.2528	2.63082182576756	Low
TCGA-55-A48X-01	TIGIT	7.6678	2.63082182576756	Low
TCGA-55-A48X-01	TNFSF14	4.4922	2.63082182576756	Low
TCGA-55-A48X-01	CTLA4	6.4352	2.63082182576756	Low
